Chrom,Start,End
6,43584846,43584945
6,43584946,43585045
6,43585046,43585145
6,43585146,43585245
6,43585246,43585345
6,43585346,43585445
6,43585446,43585545
6,43585546,43585645
6,43585646,43585745
6,43585746,43585845
6,43585846,43585945
6,43585946,43586045
6,43586046,43586145
6,43586146,43586245
6,43586246,43586345
6,43586346,43586445
6,43586446,43586545
6,43586546,43586645
6,43586646,43586745
6,43586746,43586845
6,43586846,43586945
6,43586946,43587045
6,43587046,43587145
6,43587146,43587245
6,43587246,43587345
6,43587346,43587445
6,43587446,43587545
6,43587546,43587645
6,43587646,43587745
6,43587746,43587845
6,43587846,43587945
6,43587946,43588045
6,43588046,43588145
6,43588146,43588260
6,43597279,43597435
6,43597436,43597556
6,43600880,43600980
6,43600981,43601102
6,43603562,43603708
6,43604067,43604167
6,43604168,43604267
6,43604268,43604367
6,43604368,43604433
6,43607707,43607807
6,43607808,43607907
6,43607908,43608007
6,43608008,43608107
6,43608108,43608207
6,43608208,43608320
6,43608321,43608421
6,43608422,43608521
6,43608522,43608621
6,43608622,43608688
6,43736139,43736239
6,43736240,43736339
6,43736340,43736439
6,43736440,43736539
6,43736540,43736639
6,43737236,43737336
6,43737337,43737436
6,43737437,43737536
6,43737537,43737636
6,43737637,43737736
6,43737737,43737836
6,43737837,43737936
6,43737937,43738036
6,43738037,43738136
6,43738137,43738236
6,43738237,43738336
6,43738337,43738436
6,43738437,43738536
6,43738537,43738636
6,43738637,43738736
6,43738737,43738836
6,43738937,43739036
6,43739037,43739111
6,43739747,43739906
6,43742001,43742101
6,43742102,43742204
6,43742277,43742377
6,43742378,43742477
6,43742478,43742577
6,43742578,43742677
6,43742678,43742777
6,43745126,43745226
6,43745227,43745326
6,43745327,43745468
6,43746116,43746216
6,43746217,43746370
6,43746536,43746636
6,43746637,43746738
6,43748411,43748511
6,43748512,43748611
6,43748612,43748711
6,43748712,43748811
6,43748812,43748911
6,43748912,43749011
6,43749012,43749111
6,43749112,43749211
6,43749212,43749311
6,43749312,43749411
6,43749412,43749511
6,43749512,43749611
6,43749612,43749711
6,43749712,43749811
6,43749812,43749902
6,43752186,43752286
6,43752287,43752386
6,43752387,43752486
6,43752487,43752586
6,43752587,43752686
6,43752687,43752786
6,43752787,43752886
6,43752887,43752986
6,43752987,43753086
6,43753087,43753186
6,43753187,43753286
6,43753287,43753386
6,43753387,43753486
6,43753487,43753586
6,43753587,43753686
6,43753687,43753786
6,43753787,43753886
6,43753987,43754086
6,43754087,43754223
6,44213852,44213952
6,44213953,44214052
6,44214053,44214131
6,44214644,44214744
6,44214745,44214844
6,44214845,44214982
6,44216316,44216416
6,44216417,44216563
6,44217063,44217163
6,44217164,44217263
6,44217264,44217363
6,44217364,44217463
6,44217464,44217621
6,44217707,44217807
6,44217808,44217941
6,44217977,44218077
6,44218078,44218177
6,44218178,44218277
6,44218278,44218386
6,44218734,44218834
6,44218835,44218934
6,44218935,44219000
6,44219104,44219204
6,44219205,44219304
6,44219305,44219395
6,44219423,44219523
6,44219524,44219671
6,44219685,44219785
6,44219786,44219885
6,44219886,44219985
6,44219986,44220054
6,44220731,44220831
6,44220832,44220931
6,44220932,44221031
6,44221032,44221165
6,44221175,44221275
6,44221276,44221385
6,44221386,44221486
6,44221487,44221625
6,48530184,48530284
6,48530285,48530394
6,49398073,49398173
6,49398174,49398273
6,49398274,49398373
6,49398474,49398573
6,49398574,49398673
6,49398674,49398773
6,49398774,49398873
6,49398874,49398973
6,49398974,49399073
6,49399074,49399173
6,49399174,49399273
6,49399274,49399368
6,49399369,49399469
6,49399470,49399569
6,49399570,49399636
6,49403094,49403194
6,49403195,49403294
6,49403295,49403402
6,49407844,49407944
6,49407945,49408044
6,49408045,49408121
6,49409469,49409569
6,49409570,49409669
6,49409670,49409743
6,49412274,49412374
6,49412375,49412474
6,49412475,49412544
6,49415332,49415432
6,49415433,49415561
6,49416454,49416554
6,49416555,49416711
6,49419104,49419204
6,49419205,49419304
6,49419305,49419404
6,49419405,49419502
6,49421224,49421324
6,49421325,49421424
6,49421425,49421552
6,49423719,49423819
6,49423820,49423919
6,49425324,49425424
6,49425425,49425524
6,49425525,49425624
6,49425625,49425724
6,49425725,49425842
6,49426714,49426814
6,49426815,49426914
6,49426915,49427014
6,49427015,49427114
6,49427115,49427263
6,49430744,49430844
6,49430845,49430944
6,49430945,49431044
6,49431045,49431111
6,51480093,51480193
6,51480194,51480293
6,51480294,51480393
6,51480394,51480493
6,51480494,51480593
6,51480594,51480693
6,51480694,51480793
6,51480794,51480893
6,51480894,51480993
6,51480994,51481093
6,51481094,51481193
6,51481194,51481293
6,51481294,51481393
6,51481394,51481493
6,51481494,51481593
6,51481594,51481693
6,51481694,51481793
6,51481794,51481893
6,51481894,51481993
6,51481994,51482093
6,51482094,51482193
6,51482194,51482293
6,51482294,51482393
6,51482394,51482493
6,51482494,51482593
6,51482594,51482693
6,51482694,51482793
6,51482794,51482893
6,51482894,51482993
6,51482994,51483093
6,51483094,51483193
6,51483194,51483293
6,51483294,51483393
6,51483394,51483493
6,51483494,51483593
6,51483594,51483693
6,51483694,51483793
6,51483794,51483893
6,51483894,51483993
6,51483994,51484093
6,51484094,51484193
6,51484194,51484293
6,51484294,51484368
6,51491744,51491844
6,51491845,51491964
6,51497312,51497412
6,51497413,51497571
6,51503596,51503696
6,51503697,51503804
6,51512778,51512878
6,51512879,51512966
6,51513832,51513932
6,51513933,51514068
6,51523699,51523799
6,51523800,51523899
6,51523900,51523999
6,51524000,51524099
6,51524100,51524199
6,51524200,51524299
6,51524300,51524399
6,51524400,51524499
6,51524500,51524599
6,51524600,51524699
6,51524700,51524817
6,51585647,51585747
6,51585748,51585847
6,51585848,51585947
6,51585948,51586047
6,51586048,51586147
6,51586248,51586347
6,51586348,51586447
6,51586448,51586547
6,51586548,51586647
6,51586648,51586732
6,51586733,51586868
6,51609132,51609232
6,51609233,51609390
6,51611468,51611568
6,51611569,51611668
6,51611669,51611737
6,51612534,51612634
6,51612635,51612734
6,51612735,51612834
6,51612835,51612934
6,51612935,51613034
6,51613035,51613134
6,51613135,51613234
6,51613235,51613334
6,51613335,51613434
6,51613435,51613513
6,51617948,51618048
6,51618049,51618201
6,51619531,51619631
6,51619632,51619786
6,51637449,51637549
6,51637550,51637637
6,51640555,51640655
6,51640656,51640769
6,51655983,51656083
6,51656084,51656221
6,51695608,51695708
6,51695709,51695837
6,51701151,51701251
6,51701252,51701317
6,51712522,51712622
6,51712623,51712722
6,51712723,51712818
6,51720640,51720740
6,51720741,51720840
6,51720841,51720918
6,51732610,51732710
6,51732711,51732810
6,51732811,51732957
6,51735251,51735351
6,51735352,51735487
6,51747138,51747238
6,51747239,51747338
6,51747840,51747940
6,51747941,51748075
6,51750614,51750714
6,51750715,51750820
6,51751880,51751980
6,51751981,51752093
6,51768344,51768444
6,51768445,51768575
6,51768733,51768890
6,51770962,51771062
6,51771063,51771188
6,51774030,51774130
6,51774131,51774230
6,51774231,51774322
6,51776546,51776646
6,51776647,51776804
6,51777113,51777213
6,51777214,51777313
6,51777314,51777424
6,51798857,51798957
6,51798958,51799057
6,51799058,51799170
6,51824617,51824717
6,51824718,51824874
6,51875056,51875156
6,51875157,51875307
6,51882157,51882257
6,51882258,51882357
6,51882358,51882477
6,51887548,51887648
6,51887649,51887792
6,51889321,51889421
6,51889422,51889521
6,51889522,51889621
6,51889622,51889721
6,51889722,51889821
6,51889822,51889921
6,51889922,51890021
6,51890022,51890121
6,51890122,51890221
6,51890222,51890321
6,51890322,51890421
6,51890422,51890521
6,51890522,51890621
6,51890622,51890721
6,51890722,51890821
6,51890822,51890921
6,51890922,51891029
6,51892576,51892676
6,51892677,51892744
6,51892903,51893003
6,51893004,51893103
6,51893104,51893199
6,51897777,51897877
6,51897878,51898013
6,51900338,51900438
6,51900439,51900569
6,51907606,51907706
6,51907707,51907806
6,51907807,51907906
6,51907907,51907982
6,51908372,51908472
6,51908473,51908578
6,51909713,51909813
6,51909814,51909936
6,51910751,51910851
6,51910852,51910951
6,51910952,51911036
6,51913239,51913339
6,51913340,51913467
6,51914904,51915004
6,51915005,51915143
6,51917823,51917923
6,51917924,51918023
6,51918024,51918099
6,51918785,51918885
6,51918886,51919013
6,51920334,51920434
6,51920435,51920577
6,51921445,51921545
6,51921546,51921636
6,51921637,51921737
6,51921738,51921827
6,51923070,51923170
6,51923171,51923270
6,51923271,51923370
6,51923371,51923449
6,51924675,51924775
6,51924776,51924890
6,51927266,51927366
6,51927367,51927508
6,51929702,51929802
6,51929803,51929898
6,51930723,51930823
6,51930824,51930925
6,51934204,51934304
6,51934305,51934375
6,51935153,51935293
6,51935753,51935853
6,51935854,51935918
6,51936862,51936962
6,51936963,51937037
6,51938210,51938310
6,51938311,51938389
6,51941023,51941181
6,51944647,51944747
6,51944748,51944856
6,51947139,51947239
6,51947240,51947390
6,51947925,51948025
6,51948026,51948103
6,51949629,51949781
6,51952181,51952281
6,51952282,51952381
6,51952382,51952473
6,52101408,52101508
6,52101509,52101608
6,52101609,52101708
6,52101709,52101808
6,52101809,52101908
6,52101909,52102041
6,52103452,52103552
6,52103553,52103652
6,52103653,52103752
6,52103753,52103852
6,52103853,52103952
6,52103953,52104040
6,52109119,52109219
6,52109220,52109373
6,54784549,54784649
6,54784650,54784744
6,56779460,56779560
6,56779561,56779665
6,56857560,56857660
6,56857661,56857767
6,67681461,67681561
6,67681562,67681670
6,69802396,69802496
6,69802497,69802600
6,71214897,71214997
6,71214998,71215098
6,73899249,73899349
6,73899350,73899450
6,76458922,76459021
6,76459022,76459121
6,76459122,76459223
6,76527181,76527281
6,76527282,76527381
6,76527382,76527454
6,76532426,76532526
6,76532527,76532650
6,76538181,76538281
6,76538282,76538412
6,76540061,76540161
6,76540162,76540261
6,76542486,76542586
6,76542587,76542745
6,76545541,76545641
6,76545642,76545736
6,76550226,76550326
6,76550327,76550451
6,76550871,76550971
6,76550972,76551071
6,76551072,76551160
6,76554536,76554636
6,76554637,76554764
6,76557996,76558096
6,76558097,76558196
6,76558197,76558298
6,76564781,76564881
6,76564882,76564981
6,76564982,76565075
6,76566731,76566831
6,76566832,76566931
6,76566932,76567036
6,76568541,76568641
6,76568642,76568781
6,76570656,76570756
6,76570757,76570894
6,76572241,76572341
6,76572342,76572441
6,76572442,76572518
6,76576171,76576271
6,76576272,76576400
6,76576566,76576666
6,76576667,76576766
6,76576767,76576872
6,76580303,76580403
6,76580404,76580479
6,76582851,76582951
6,76582952,76583093
6,76589451,76589551
6,76589552,76589651
6,76589652,76589751
6,76589752,76589908
6,76591331,76591431
6,76591432,76591531
6,76591532,76591597
6,76595737,76595888
6,76596486,76596586
6,76596587,76596686
6,76596687,76596782
6,76599723,76599823
6,76599824,76599923
6,76599924,76600041
6,76600871,76600971
6,76600972,76601086
6,76602161,76602261
6,76602262,76602361
6,76602362,76602479
6,76604851,76604951
6,76604952,76605048
6,76608006,76608106
6,76608107,76608198
6,76617246,76617346
6,76617347,76617446
6,76617447,76617510
6,76618156,76618256
6,76618257,76618356
6,76621296,76621396
6,76621397,76621494
6,76623701,76623801
6,76623802,76623901
6,76623902,76624001
6,76624002,76624077
6,76624456,76624556
6,76624557,76624656
6,76624657,76624804
6,76624805,76624905
6,76624906,76625005
6,76625006,76625105
6,76625106,76625205
6,76625206,76625305
6,76625306,76625405
6,76625406,76625505
6,76625506,76625605
6,76625606,76625705
6,76625706,76625805
6,76625806,76625905
6,76625906,76626005
6,76626006,76626105
6,76626106,76626205
6,76626206,76626305
6,76626306,76626405
6,76626406,76626505
6,76626506,76626605
6,76626606,76626705
6,76626706,76626805
6,76626806,76626905
6,76626906,76627005
6,76627006,76627105
6,76627106,76627205
6,76627206,76627305
6,76627306,76627405
6,76627406,76627505
6,76627506,76627605
6,76627606,76627705
6,76627706,76627805
6,76627806,76627905
6,76627906,76628005
6,76628006,76628105
6,76628106,76628205
6,76628206,76628305
6,76628306,76628405
6,76628406,76628505
6,76628506,76628605
6,76628606,76628705
6,76628706,76628805
6,76628806,76628905
6,76628906,76629005
6,76629006,76629105
6,76629106,76629254
6,80714246,80714346
6,80714347,80714505
6,80715471,80715571
6,80715572,80715671
6,80715672,80715774
6,80717450,80717550
6,80717551,80717650
6,80717651,80717750
6,80717751,80717823
6,80718027,80718127
6,80718128,80718284
6,80720455,80720555
6,80720556,80720655
6,80720656,80720749
6,80721075,80721175
6,80721176,80721275
6,80721276,80721340
6,80721370,80721470
6,80721471,80721570
6,80721571,80721670
6,80721671,80721772
6,80722920,80723020
6,80723021,80723158
6,80724104,80724204
6,80724205,80724304
6,80724305,80724378
6,80731965,80732065
6,80732066,80732165
6,80732166,80732264
6,80736019,80736119
6,80736120,80736219
6,80736220,80736306
6,80737526,80737626
6,80737627,80737726
6,80737727,80737803
6,80741108,80741208
6,80741209,80741351
6,80744626,80744726
6,80744727,80744826
6,80744827,80744926
6,80744927,80745026
6,80745027,80745126
6,80745127,80745209
6,80746116,80746216
6,80746217,80746316
6,80746317,80746391
6,80747608,80747708
6,80747709,80747839
6,80749337,80749437
6,80749438,80749537
6,80749538,80749664
6,80749837,80749937
6,80749938,80750072
6,80750247,80750347
6,80750348,80750495
6,80751760,80751860
6,80751861,80751960
6,80751961,80752060
6,80752061,80752160
6,80752161,80752319
6,80985289,80985389
6,80985390,80985489
6,80985490,80985589
6,80985590,80985689
6,80985690,80985789
6,81011933,81012033
6,81012134,81012233
6,81012234,81012333
6,81012334,81012433
6,81041335,81041435
6,81041436,81041535
6,81041536,81041635
6,81041636,81041735
6,81041736,81041835
6,81051278,81051378
6,81051379,81051478
6,81051479,81051578
6,81051579,81051678
6,81051679,81051778
6,81054265,81054365
6,81054366,81054465
6,81054466,81054565
6,81054566,81054665
6,81054666,81054765
6,81054766,81054865
6,81054866,81054965
6,81054966,81055065
6,81055066,81055165
6,81055166,81055265
6,81055266,81055365
6,81055366,81055465
6,81055466,81055565
6,81055566,81055665
6,81055666,81055765
6,81055766,81055865
6,81055866,81055965
6,81055966,81056053
6,87795216,87795316
6,87795317,87795422
6,87795423,87795523
6,87795524,87795601
6,87795917,87796017
6,87796018,87796117
6,87796118,87796217
6,87796218,87796377
6,87797780,87797880
6,87797881,87797968
6,87804680,87804780
6,87804781,87804915
6,98093914,98094014
6,98094015,98094126
6,108571584,108571684
6,108571685,108571750
6,108880950,108881050
6,108881051,108881150
6,108881151,108881293
6,108882094,108882193
6,108882194,108882293
6,108882394,108882493
6,108882494,108882593
6,108882594,108882693
6,108882694,108882793
6,108882794,108882893
6,108882894,108882993
6,108882994,108883107
6,108910833,108910933
6,108910934,108911093
6,108977473,108977573
6,108977574,108977673
6,108977674,108977816
6,108984582,108984682
6,108984683,108984782
6,108984783,108984882
6,108984883,108984982
6,108984983,108985082
6,108985083,108985182
6,108985183,108985306
6,108985844,108985944
6,108985945,108986044
6,108986045,108986167
6,109000954,109001054
6,109001055,109001154
6,109001155,109001254
6,109001255,109001354
6,109001355,109001454
6,109001455,109001554
6,109001555,109001654
6,109001655,109001754
6,109001755,109001854
6,109001855,109001954
6,109001955,109002054
6,109002055,109002154
6,109002155,109002254
6,109002255,109002354
6,109002355,109002454
6,109002455,109002554
6,109002555,109002654
6,109002655,109002754
6,109002755,109002854
6,109002855,109002954
6,109002955,109003054
6,109003055,109003154
6,109003155,109003254
6,109003255,109003354
6,109003355,109003454
6,109003455,109003554
6,109003555,109003654
6,109003655,109003754
6,109003755,109003854
6,109003855,109003954
6,109003955,109004054
6,109004055,109004154
6,109004155,109004254
6,109004255,109004354
6,109004355,109004454
6,109004455,109004554
6,109004555,109004654
6,109004655,109004754
6,109004755,109004854
6,109004855,109004954
6,109004955,109005054
6,109005055,109005154
6,109005155,109005254
6,109005255,109005354
6,109005355,109005454
6,109005455,109005554
6,109005555,109005654
6,109005655,109005754
6,109005755,109005854
6,109005855,109005954
6,109005955,109006046
6,110263543,110263643
6,110263644,110263733
6,111620335,111620434
6,111620435,111620534
6,111620535,111620634
6,111620635,111620734
6,111620735,111620834
6,111620835,111620934
6,111620935,111621034
6,111621035,111621167
6,111621168,111621268
6,111621269,111621409
6,111628513,111628613
6,111628614,111628713
6,111628714,111628823
6,111631005,111631105
6,111631106,111631205
6,111631206,111631352
6,111632221,111632321
6,111632322,111632421
6,111632422,111632512
6,111634504,111634604
6,111634605,111634742
6,111636419,111636519
6,111636520,111636634
6,111643721,111643821
6,111643822,111643931
6,111650684,111650784
6,111650785,111650884
6,111650885,111650991
6,111652828,111652928
6,111652929,111653037
6,111654275,111654375
6,111654376,111654475
6,111654476,111654620
6,111656621,111656721
6,111656722,111656863
6,111665077,111665177
6,111665178,111665296
6,111670370,111670470
6,111670471,111670589
6,111672828,111672928
6,111672929,111673044
6,111678166,111678266
6,111678267,111678378
6,111679974,111680074
6,111680075,111680174
6,111680175,111680267
6,111685005,111685105
6,111685106,111685231
6,111686417,111686517
6,111686518,111686597
6,111688267,111688367
6,111688368,111688467
6,111688468,111688567
6,111688568,111688667
6,111688668,111688767
6,111688768,111688867
6,111688868,111688967
6,111688968,111689067
6,111689068,111689167
6,111689168,111689281
6,111693748,111693848
6,111693849,111693948
6,111693949,111694048
6,111694049,111694148
6,111694149,111694248
6,111694249,111694348
6,111694349,111694448
6,111694449,111694548
6,111694549,111694648
6,111694649,111694748
6,111694749,111694848
6,111694849,111694948
6,111694949,111695048
6,111695049,111695148
6,111695149,111695248
6,111695249,111695348
6,111695349,111695448
6,111695449,111695548
6,111695549,111695648
6,111695649,111695748
6,111695749,111695848
6,111695849,111695948
6,111695949,111696048
6,111696049,111696148
6,111696149,111696248
6,111696249,111696348
6,111696349,111696448
6,111696449,111696548
6,111696549,111696648
6,111696649,111696748
6,111696749,111696848
6,111696849,111696948
6,111696949,111697048
6,111697049,111697148
6,111697149,111697248
6,111697249,111697348
6,111697349,111697448
6,111697449,111697548
6,111697549,111697648
6,111697649,111697748
6,111697749,111697848
6,111697849,111697948
6,111697949,111698010
6,111698853,111698953
6,111698954,111699096
6,111701134,111701234
6,111701235,111701334
6,111701335,111701472
6,111702477,111702577
6,111702578,111702697
6,111708917,111709017
6,111709018,111709117
6,111709118,111709217
6,111709218,111709338
6,111710258,111710358
6,111710359,111710463
6,111711238,111711338
6,111711339,111711433
6,111714028,111714128
6,111714129,111714225
6,111726622,111726722
6,111726723,111726822
6,111732632,111732732
6,111732733,111732807
6,111737435,111737535
6,111737536,111737635
6,111737636,111737725
6,111781452,111781552
6,111781553,111781659
6,111793165,111793265
6,111793266,111793393
6,111803902,111804002
6,111804003,111804102
6,111804103,111804202
6,111804203,111804302
6,111804303,111804402
6,111804403,111804482
6,111804751,111804851
6,111804852,111804968
6,112429134,112429234
6,112429235,112429334
6,112429335,112429434
6,112429435,112429534
6,112429535,112429634
6,112429635,112429734
6,112429735,112429834
6,112429835,112429934
6,112429935,112430034
6,112430035,112430134
6,112430135,112430234
6,112430235,112430334
6,112430335,112430434
6,112430435,112430555
6,112430556,112430656
6,112430657,112430756
6,112430757,112430866
6,112435196,112435296
6,112435297,112435396
6,112435397,112435476
6,112435781,112435881
6,112435882,112436039
6,112436981,112437081
6,112437082,112437181
6,112437182,112437263
6,112438856,112438956
6,112438957,112439056
6,112439057,112439166
6,112440276,112440376
6,112440377,112440476
6,112440477,112440591
6,112441401,112441501
6,112441502,112441601
6,112441602,112441742
6,112443131,112443231
6,112443232,112443331
6,112443332,112443479
6,112450051,112450151
6,112450152,112450251
6,112450252,112450327
6,112451006,112451106
6,112451107,112451206
6,112451207,112451314
6,112452096,112452196
6,112452197,112452296
6,112452297,112452371
6,112453896,112453996
6,112453997,112454096
6,112454097,112454171
6,112454466,112454566
6,112454567,112454666
6,112454667,112454785
6,112455586,112455686
6,112455687,112455786
6,112455787,112455898
6,112457266,112457366
6,112457367,112457466
6,112457467,112457540
6,112460246,112460346
6,112460347,112460446
6,112460447,112460583
6,112460881,112460981
6,112460982,112461081
6,112461082,112461154
6,112461886,112461986
6,112461987,112462086
6,112462087,112462178
6,112462486,112462586
6,112462587,112462686
6,112462687,112462781
6,112463241,112463341
6,112463342,112463441
6,112463442,112463584
6,112465911,112466011
6,112466012,112466111
6,112466112,112466215
6,112469281,112469381
6,112469382,112469481
6,112469482,112469623
6,112471631,112471731
6,112471732,112471831
6,112471832,112471921
6,112475971,112476071
6,112476072,112476221
6,112476691,112476791
6,112476792,112476891
6,112476892,112476990
6,112479861,112479961
6,112479962,112480061
6,112480062,112480137
6,112486276,112486376
6,112486377,112486476
6,112486477,112486549
6,112493731,112493831
6,112493832,112493931
6,112493932,112494031
6,112496436,112496536
6,112496537,112496636
6,112496637,112496746
6,112499251,112499351
6,112499352,112499511
6,112506366,112506466
6,112506467,112506566
6,112506567,112506630
6,112508576,112508676
6,112508677,112508776
6,112508777,112508881
6,112510226,112510326
6,112510327,112510476
6,112512766,112512866
6,112512867,112512966
6,112512967,112513066
6,112513067,112513135
6,112522731,112522831
6,112522832,112522973
6,112528136,112528236
6,112528237,112528336
6,112528337,112528425
6,112537491,112537591
6,112537592,112537744
6,112574906,112575006
6,112575007,112575106
6,112575107,112575206
6,112575207,112575306
6,112575307,112575440
6,112575571,112575671
6,112575672,112575771
6,112575772,112575871
6,112575872,112575985
6,117219963,117220063
6,117220064,117220168
6,117881433,117881533
6,117881534,117881633
6,117881634,117881733
6,117881734,117881833
6,117881834,117881933
6,117881934,117882033
6,117882034,117882133
6,117882134,117882233
6,117882234,117882333
6,117882334,117882433
6,117882434,117882533
6,117882534,117882633
6,117882634,117882733
6,117882734,117882833
6,117882834,117882933
6,117882934,117883033
6,117883034,117883133
6,117883134,117883233
6,117883234,117883333
6,117883334,117883433
6,117883434,117883533
6,117883534,117883633
6,117883634,117883733
6,117883734,117883833
6,117883834,117883933
6,117883934,117884033
6,117884034,117884133
6,117884134,117884233
6,117884234,117884365
6,117884366,117884466
6,117884467,117884597
6,117887966,117888066
6,117888067,117888166
6,117888167,117888247
6,117890684,117890784
6,117890785,117890884
6,117890885,117890949
6,117891972,117892072
6,117892073,117892168
6,117894579,117894679
6,117894680,117894779
6,117894780,117894845
6,117896289,117896389
6,117896390,117896489
6,117896490,117896565
6,117898560,117898684
6,117900012,117900112
6,117900113,117900212
6,117900213,117900277
6,117923116,117923216
6,117923217,117923316
6,117923317,117923416
6,117923417,117923501
6,117923502,117923602
6,117923603,117923705
6,119148838,119148938
6,119148939,119149038
6,119149039,119149138
6,119149139,119149238
6,119149239,119149338
6,119433913,119434013
6,119434014,119434107
6,122978320,122978420
6,122978421,122978523
6,131894341,131894441
6,131894442,131894534
6,131897726,131897826
6,131897827,131897955
6,131900141,131900241
6,131900242,131900341
6,131900342,131900486
6,131902286,131902386
6,131902387,131902486
6,131902487,131902579
6,131903686,131903786
6,131903787,131903921
6,131904116,131904216
6,131904217,131904316
6,131904317,131904396
6,131904416,131904516
6,131904517,131904616
6,131904617,131904719
6,131904806,131904906
6,131904907,131905006
6,131905007,131905100
6,131905101,131905201
6,131905202,131905301
6,131905302,131905401
6,131905402,131905472
6,134938117,134938217
6,134938218,134938322
6,139693316,139693416
6,139693417,139693516
6,139693517,139693616
6,139693617,139693716
6,139693717,139693816
6,139693817,139693916
6,139693917,139694016
6,139694017,139694116
6,139694117,139694216
6,139694217,139694316
6,139694317,139694416
6,139694417,139694516
6,139694517,139694616
6,139694617,139694716
6,139694717,139694816
6,139694817,139694916
6,139694917,139695016
6,139695017,139695164
6,139695193,139695293
6,139695294,139695393
6,139695394,139695493
6,139695494,139695593
6,139695594,139695693
6,139695694,139695793
6,139695794,139695862
6,143437174,143437274
6,143437275,143437375
6,145421825,145421925
6,145421926,145422034
6,146348867,146349014
6,146350334,146350434
6,146350435,146350534
6,146350535,146350602
6,146350603,146350703
6,146350704,146350803
6,146350804,146350903
6,146350904,146351003
6,146351004,146351103
6,146351104,146351203
6,146351204,146351303
6,146351304,146351403
6,146480433,146480533
6,146480534,146480633
6,146480634,146480783
6,146625696,146625796
6,146625797,146625896
6,146625897,146626032
6,146673335,146673435
6,146673436,146673535
6,146673536,146673682
6,146678611,146678711
6,146678712,146678811
6,146678812,146678880
6,146707975,146708075
6,146708076,146708202
6,146719854,146719954
6,146719955,146720054
6,146720055,146720154
6,146720155,146720254
6,146720255,146720354
6,146720355,146720454
6,146720455,146720554
6,146720555,146720654
6,146720655,146720754
6,146720755,146720885
6,146747644,146747744
6,146754957,146755057
6,146755058,146755157
6,146755158,146755257
6,146755258,146755357
6,146755358,146755457
6,146755458,146755557
6,146755558,146755657
6,146755658,146755757
6,146755758,146755857
6,146755858,146755957
6,146755958,146756057
6,146756058,146756157
6,146756158,146756257
6,146756258,146756357
6,146756358,146756457
6,146756458,146756557
6,146756558,146756657
6,146756658,146756757
6,146756758,146756857
6,146756858,146756957
6,146756958,146757057
6,146757058,146757157
6,146757158,146757257
6,146757258,146757357
6,146757358,146757457
6,146757458,146757557
6,146757558,146757657
6,146757658,146757757
6,146757758,146757857
6,146757858,146757957
6,146757958,146758057
6,146758058,146758157
6,146758158,146758257
6,146758258,146758357
6,146758358,146758457
6,146758458,146758557
6,146758558,146758657
6,146758658,146758784
6,149435005,149435105
6,149435106,149435209
6,150070755,150070855
6,150070856,150070955
6,150070956,150071055
6,150071056,150071167
6,150092222,150092322
6,150092323,150092477
6,150094198,150094298
6,150094299,150094380
6,150111014,150111114
6,150111115,150111269
6,150114609,150114709
6,150114710,150114809
6,150114810,150114880
6,150117475,150117575
6,150117576,150117711
6,150123260,150123360
6,150123361,150123460
6,150123461,150123560
6,150123561,150123660
6,150123661,150123742
6,150131676,150131776
6,150131777,150131876
6,150131877,150131976
6,150131977,150132076
6,150132077,150132176
6,150132177,150132276
6,150132277,150132376
6,150132377,150132476
6,150132477,150132632
6,151928241,151928341
6,151928342,151928429
6,152011554,152011654
6,152011655,152011754
6,152011755,152011860
6,152022959,152023059
6,152023060,152023159
6,152023160,152023232
6,152126734,152126834
6,152126835,152126934
6,152126935,152127044
6,152128374,152128474
6,152128475,152128574
6,152128575,152128719
6,152128814,152128968
6,152128969,152129069
6,152129070,152129169
6,152129170,152129269
6,152129270,152129369
6,152129370,152129469
6,152129470,152129583
6,152163085,152163185
6,152163186,152163285
6,152163286,152163385
6,152163386,152163485
6,152163486,152163631
6,152163659,152163759
6,152163760,152163859
6,152163860,152163994
6,152170999,152171099
6,152201709,152201809
6,152201810,152201909
6,152201910,152201976
6,152265229,152265329
6,152265330,152265429
6,152265430,152265529
6,152265530,152265629
6,152265630,152265717
6,152270569,152270669
6,152270670,152270772
6,152328366,152328466
6,152328467,152328566
6,152328567,152328666
6,152328667,152328766
6,152328767,152328866
6,152332719,152332819
6,152332820,152332919
6,152332920,152333023
6,152382069,152382169
6,152382170,152382269
6,152382270,152382336
6,152415459,152415559
6,152415560,152415659
6,152415660,152415776
6,152419794,152419894
6,152419895,152419994
6,152419995,152420094
6,152420095,152420175
6,152420176,152420276
6,152420277,152420376
6,152420377,152420476
6,152420477,152420576
6,152420577,152420676
6,152420677,152420776
6,152420777,152420876
6,152420877,152420976
6,152420977,152421076
6,152421077,152421176
6,152421177,152421276
6,152421277,152421376
6,152421377,152421476
6,152421477,152421576
6,152421577,152421676
6,152421677,152421776
6,152421777,152421876
6,152421877,152421976
6,152421977,152422076
6,152422077,152422176
6,152422177,152422276
6,152422277,152422376
6,152422377,152422476
6,152422477,152422576
6,152422577,152422676
6,152422677,152422776
6,152422777,152422876
6,152422877,152422976
6,152422977,152423076
6,152423077,152423176
6,152423177,152423276
6,152423277,152423376
6,152423377,152423476
6,152423477,152423576
6,152423577,152423676
6,152423677,152423776
6,152423777,152423876
6,152423877,152423976
6,152423977,152424076
6,152424077,152424176
6,152424177,152424276
6,152424277,152424408
6,154331580,154331680
